ID,Age,Gender,Country,Coffee_Intake,Caffeine_mg,Sleep_Hours,Sleep_Quality,Sleep_Quality_num,BMI,Stress_Level,Physical_Activity_Hours,Stress_Level_num,Occupation,Smoking,Alcohol_Consumption,Age_Group,Categoria_BMI
3997,18,Male,Canada,4.0,382.8,8.2,Excellent,4,31.7,Low,8.2,1,Office,0,0,Joven,Obesidad
3998,31,Male,Germany,0.0,0.0,6.4,Good,3,27.7,Low,8.1,1,Healthcare,0,0,Joven,Sobrepeso
3999,54,Female,USA,2.0,193.0,8.1,Excellent,4,27.5,Low,1.7,1,Service,0,1,Adulto,Sobrepeso
4000,39,Female,Germany,2.9,275.1,7.3,Good,3,23.8,Low,7.1,1,Other,0,0,Adulto,Peso saludable
4001,24,Female,UK,4.1,389.9,6.0,Fair,2,24.8,Medium,3.7,2,Office,1,0,Joven,Peso saludable
4002,34,Male,China,3.2,307.5,7.2,Good,3,24.1,Low,2.5,1,Office,0,0,Joven,Peso saludable
4003,35,Female,France,1.7,157.3,7.1,Good,3,25.9,Low,1.2,1,Student,0,0,Joven,Sobrepeso
4004,40,Male,Belgium,0.9,83.2,4.5,Poor,1,19.1,High,2.9,3,Service,0,1,Adulto,Peso saludable
4005,18,Other,Norway,0.3,26.8,9.9,Excellent,4,20.8,Low,9.7,1,Service,0,0,Joven,Peso saludable
4006,42,Female,Germany,1.1,105.2,5.5,Fair,2,18.4,Medium,10.9,2,Healthcare,0,0,Adulto,Bajo peso
4007,18,Female,Belgium,3.3,314.1,6.7,Good,3,27.0,Low,3.4,1,Student,0,0,Joven,Sobrepeso
4008,27,Male,China,3.9,368.7,8.6,Excellent,4,26.9,Low,8.6,1,Office,0,1,Joven,Sobrepeso
4009,29,Female,USA,1.9,183.7,6.4,Good,3,21.4,Low,5.6,1,Other,0,1,Joven,Peso saludable
4010,42,Male,South Korea,4.1,393.7,5.5,Fair,2,21.2,Medium,8.1,2,Service,0,1,Adulto,Peso saludable
4011,35,Male,China,3.1,295.6,6.7,Good,3,26.9,Low,3.7,1,Office,0,0,Joven,Sobrepeso
4012,18,Male,Netherlands,6.3,597.8,5.6,Fair,2,26.8,Medium,0.7,2,Service,0,0,Joven,Sobrepeso
4013,23,Female,Canada,0.0,0.0,8.5,Excellent,4,30.5,Low,4.9,1,Service,1,0,Joven,Obesidad
4014,37,Female,Norway,2.2,206.4,5.7,Fair,2,20.7,Medium,2.4,2,Other,0,0,Adulto,Peso saludable
4015,34,Male,Australia,2.8,267.7,5.9,Fair,2,23.5,Medium,11.0,2,Other,0,0,Joven,Peso saludable
4016,28,Female,Netherlands,5.3,500.8,6.1,Good,3,24.5,Low,11.0,1,Other,0,0,Joven,Peso saludable
4017,29,Male,Australia,0.3,30.2,5.4,Fair,2,26.3,Medium,1.1,2,Healthcare,0,0,Joven,Sobrepeso
4018,43,Male,Belgium,1.1,99.8,6.2,Good,3,27.9,Low,6.0,1,Other,0,1,Adulto,Sobrepeso
4019,28,Male,Switzerland,2.6,245.3,6.0,Fair,2,23.5,Medium,1.4,2,Other,0,0,Joven,Peso saludable
4020,33,Female,Switzerland,0.7,63.2,5.4,Fair,2,24.9,Medium,10.7,2,Other,0,1,Joven,Peso saludable
4021,61,Female,Switzerland,2.1,202.1,5.9,Fair,2,22.7,Medium,0.3,2,Other,0,0,Mayor,Peso saludable
4022,18,Female,Canada,0.0,4.4,7.9,Good,3,18.2,Low,6.6,1,Student,0,1,Joven,Bajo peso
4023,18,Female,China,4.3,407.8,4.0,Poor,1,20.6,High,2.3,3,Healthcare,0,0,Joven,Peso saludable
4024,44,Male,France,5.0,476.8,7.5,Good,3,22.1,Low,10.0,1,Service,1,0,Adulto,Peso saludable
4025,26,Female,France,5.1,481.9,5.6,Fair,2,26.2,Medium,3.2,2,Healthcare,1,0,Joven,Sobrepeso
4026,31,Male,Switzerland,2.7,259.3,7.0,Good,3,15.6,Low,6.1,1,Healthcare,0,0,Joven,Bajo peso
4027,25,Female,China,2.8,262.5,7.8,Good,3,26.3,Low,0.1,1,Healthcare,1,0,Joven,Sobrepeso
4028,31,Female,Spain,2.5,235.8,5.5,Fair,2,26.3,Medium,14.8,2,Other,0,0,Joven,Sobrepeso
4029,54,Female,Switzerland,3.8,360.2,7.0,Good,3,22.2,Low,11.3,1,Healthcare,0,0,Adulto,Peso saludable
4030,44,Male,China,4.4,417.2,4.8,Poor,1,31.6,High,2.5,3,Student,0,0,Adulto,Obesidad
4031,45,Female,China,3.6,339.1,4.8,Poor,1,25.0,High,6.7,3,Service,1,0,Adulto,Sobrepeso
4032,18,Male,Switzerland,2.9,272.1,6.3,Good,3,25.0,Low,7.5,1,Healthcare,0,0,Joven,Sobrepeso
4033,21,Female,India,3.6,338.0,6.3,Good,3,23.4,Low,3.4,1,Service,1,0,Joven,Peso saludable
4034,18,Male,Germany,2.5,236.0,7.8,Good,3,16.7,Low,1.3,1,Office,0,1,Joven,Bajo peso
4035,25,Male,India,0.5,46.4,5.2,Fair,2,21.4,Medium,8.5,2,Office,0,0,Joven,Peso saludable
4036,46,Female,China,1.6,153.2,7.5,Good,3,20.8,Low,12.5,1,Healthcare,0,0,Adulto,Peso saludable
4037,41,Female,South Korea,2.8,267.8,6.1,Good,3,26.6,Low,8.6,1,Student,0,0,Adulto,Sobrepeso
4038,32,Male,Italy,1.2,113.5,6.7,Good,3,21.9,Low,9.5,1,Office,0,0,Joven,Peso saludable
4039,34,Female,Switzerland,1.1,103.6,4.3,Poor,1,25.2,High,8.9,3,Office,0,1,Joven,Sobrepeso
4040,26,Female,Sweden,3.4,325.6,6.2,Good,3,17.5,Low,6.8,1,Student,0,0,Joven,Bajo peso
4041,37,Female,Australia,3.5,334.5,7.4,Good,3,29.5,Low,2.2,1,Other,0,0,Adulto,Sobrepeso
4042,44,Male,India,2.9,279.6,6.2,Good,3,26.9,Low,3.0,1,Healthcare,1,0,Adulto,Sobrepeso
4043,18,Female,Netherlands,1.8,166.6,6.3,Good,3,23.9,Low,4.9,1,Office,1,0,Joven,Peso saludable
4044,38,Male,Spain,2.0,189.4,8.9,Excellent,4,22.1,Low,4.4,1,Student,0,1,Adulto,Peso saludable
4045,46,Female,India,3.6,337.3,6.4,Good,3,27.3,Low,7.8,1,Office,0,1,Adulto,Sobrepeso
4046,30,Female,Japan,1.1,109.0,4.7,Poor,1,21.9,High,6.3,3,Service,0,1,Joven,Peso saludable
4047,43,Female,India,0.3,30.2,5.0,Fair,2,21.9,Medium,9.6,2,Office,1,0,Adulto,Peso saludable
4048,68,Female,Spain,3.3,309.8,8.3,Excellent,4,23.1,Low,12.6,1,Service,0,0,Mayor,Peso saludable
4049,33,Male,Finland,2.3,220.5,6.0,Good,3,29.9,Low,0.7,1,Other,0,0,Joven,Sobrepeso
4050,39,Male,India,4.5,423.8,7.3,Good,3,21.5,Low,6.9,1,Student,1,0,Adulto,Peso saludable
4051,26,Male,South Korea,0.9,85.7,6.4,Good,3,26.7,Low,3.2,1,Other,1,0,Joven,Sobrepeso
4052,37,Male,France,4.1,390.6,6.8,Good,3,20.9,Low,13.7,1,Service,0,0,Adulto,Peso saludable
4053,40,Male,Australia,1.6,154.3,6.2,Good,3,15.6,Low,8.2,1,Office,1,1,Adulto,Bajo peso
4054,37,Male,Australia,3.7,348.9,6.3,Good,3,25.6,Low,13.3,1,Other,0,0,Adulto,Sobrepeso
4055,22,Female,South Korea,0.6,53.9,7.4,Good,3,20.5,Low,10.1,1,Service,0,1,Joven,Peso saludable
4056,37,Female,South Korea,0.1,8.8,5.5,Fair,2,22.8,Medium,2.0,2,Other,0,0,Adulto,Peso saludable
4057,52,Female,Brazil,3.0,287.5,6.9,Good,3,27.4,Low,12.7,1,Service,0,1,Adulto,Sobrepeso
4058,40,Female,Sweden,2.1,198.3,6.9,Good,3,20.4,Low,4.8,1,Office,0,1,Adulto,Peso saludable
4059,46,Male,Belgium,2.7,260.2,4.7,Poor,1,22.3,High,11.2,3,Other,0,1,Adulto,Peso saludable
4060,32,Male,South Korea,1.0,98.5,10.0,Excellent,4,26.6,Low,7.6,1,Student,1,1,Joven,Sobrepeso
4061,43,Female,Italy,3.0,284.3,6.1,Good,3,22.2,Low,11.0,1,Other,0,0,Adulto,Peso saludable
4062,38,Female,South Korea,4.4,419.0,5.1,Fair,2,24.3,Medium,7.9,2,Service,0,0,Adulto,Peso saludable
4063,23,Female,Switzerland,4.1,393.8,8.1,Excellent,4,23.4,Low,13.9,1,Healthcare,0,0,Joven,Peso saludable
4064,38,Male,Brazil,1.5,141.4,5.3,Fair,2,23.4,Medium,7.7,2,Office,1,1,Adulto,Peso saludable
4065,23,Male,Japan,0.6,58.5,6.2,Good,3,23.2,Low,0.9,1,Other,0,1,Joven,Peso saludable
4066,27,Female,China,2.5,237.1,6.8,Good,3,25.8,Low,6.8,1,Service,1,0,Joven,Sobrepeso
4067,37,Female,China,3.8,358.3,5.7,Fair,2,16.4,Medium,14.5,2,Student,1,0,Adulto,Bajo peso
4068,38,Female,Spain,0.0,0.0,7.6,Good,3,22.9,Low,11.8,1,Office,1,0,Adulto,Peso saludable
4069,20,Female,India,3.4,324.3,7.1,Good,3,20.9,Low,9.5,1,Office,1,1,Joven,Peso saludable
4070,47,Female,Australia,5.5,524.0,5.2,Fair,2,26.7,Medium,2.3,2,Student,1,0,Adulto,Sobrepeso
4071,41,Female,USA,3.5,328.6,8.2,Excellent,4,28.8,Low,2.7,1,Student,0,0,Adulto,Sobrepeso
4072,26,Female,Italy,0.2,15.8,6.6,Good,3,23.9,Low,10.8,1,Service,1,1,Joven,Peso saludable
4073,18,Female,South Korea,0.8,76.1,7.1,Good,3,23.3,Low,11.0,1,Other,0,0,Joven,Peso saludable
4074,33,Female,USA,1.5,139.2,6.3,Good,3,26.0,Low,5.6,1,Office,0,1,Joven,Sobrepeso
4075,29,Female,Netherlands,2.3,216.8,6.1,Good,3,24.5,Low,14.9,1,Healthcare,1,0,Joven,Peso saludable
4076,36,Female,India,3.0,287.2,6.5,Good,3,23.4,Low,10.4,1,Student,1,0,Adulto,Peso saludable
4077,30,Male,Japan,3.6,340.2,8.7,Excellent,4,25.0,Low,13.4,1,Student,0,0,Joven,Sobrepeso
4078,18,Female,Switzerland,2.1,195.0,7.2,Good,3,22.7,Low,0.7,1,Office,0,0,Joven,Peso saludable
4079,30,Female,China,2.9,274.0,5.3,Fair,2,26.9,Medium,9.4,2,Student,0,1,Joven,Sobrepeso
4080,31,Male,Belgium,0.9,83.4,7.0,Good,3,31.0,Low,11.2,1,Student,1,1,Joven,Obesidad
4081,42,Female,Spain,1.4,136.9,6.1,Good,3,23.3,Low,12.0,1,Other,0,1,Adulto,Peso saludable
4082,26,Male,Finland,3.8,363.6,7.6,Good,3,25.7,Low,10.1,1,Service,0,0,Joven,Sobrepeso
4083,55,Female,South Korea,3.2,301.9,6.4,Good,3,16.1,Low,9.1,1,Service,0,1,Adulto,Bajo peso
4084,18,Female,Australia,3.4,319.7,4.8,Poor,1,17.0,High,11.2,3,Student,0,0,Joven,Bajo peso
4085,50,Male,Norway,0.9,89.4,7.3,Good,3,24.9,Low,0.6,1,Healthcare,0,0,Adulto,Peso saludable
4086,32,Male,Spain,2.4,232.1,5.6,Fair,2,22.5,Medium,11.3,2,Student,0,0,Joven,Peso saludable
4087,45,Female,Spain,2.6,249.7,7.1,Good,3,21.1,Low,4.9,1,Healthcare,0,0,Adulto,Peso saludable
4088,35,Female,Italy,3.0,283.5,7.7,Good,3,25.8,Low,11.4,1,Healthcare,0,1,Joven,Sobrepeso
4089,48,Male,UK,4.0,382.5,6.1,Good,3,22.8,Low,11.7,1,Healthcare,0,1,Adulto,Peso saludable
4090,30,Female,Germany,2.6,243.9,6.4,Good,3,25.8,Low,4.1,1,Healthcare,0,0,Joven,Sobrepeso
4091,21,Female,Canada,4.9,464.1,6.5,Good,3,24.5,Low,10.7,1,Office,1,0,Joven,Peso saludable
4092,52,Female,Germany,0.0,0.0,6.2,Good,3,27.0,Low,4.9,1,Student,0,0,Adulto,Sobrepeso
4093,33,Male,UK,2.0,193.6,6.8,Good,3,23.5,Low,10.9,1,Office,1,0,Joven,Peso saludable
4094,37,Female,Netherlands,4.0,384.6,6.6,Good,3,23.9,Low,2.8,1,Healthcare,0,0,Adulto,Peso saludable
4095,49,Male,Japan,1.4,131.1,5.7,Fair,2,22.8,Medium,1.2,2,Other,0,0,Adulto,Peso saludable
4096,22,Female,Brazil,3.8,356.3,7.9,Good,3,22.1,Low,8.8,1,Service,0,0,Joven,Peso saludable
4097,42,Female,Sweden,2.6,251.4,4.5,Poor,1,25.8,High,2.9,3,Student,0,0,Adulto,Sobrepeso
4098,27,Male,India,5.3,508.0,7.2,Good,3,20.3,Low,13.4,1,Student,0,0,Joven,Peso saludable
4099,33,Female,Australia,2.3,216.0,8.3,Excellent,4,28.2,Low,2.4,1,Office,0,0,Joven,Sobrepeso
4100,35,Male,India,2.3,217.7,7.6,Good,3,20.1,Low,9.1,1,Healthcare,0,0,Joven,Peso saludable
4101,18,Female,Switzerland,5.2,494.2,5.0,Poor,1,22.7,High,10.5,3,Healthcare,0,0,Joven,Peso saludable
4102,25,Female,Belgium,2.0,186.0,7.7,Good,3,22.3,Low,0.0,1,Office,0,1,Joven,Peso saludable
4103,51,Female,Australia,4.1,388.0,8.9,Excellent,4,26.3,Low,13.0,1,Student,1,0,Adulto,Sobrepeso
4104,45,Female,South Korea,3.0,281.3,6.3,Good,3,28.9,Low,10.9,1,Office,0,0,Adulto,Sobrepeso
4105,34,Female,South Korea,4.1,392.4,6.4,Good,3,25.2,Low,11.5,1,Service,0,0,Joven,Sobrepeso
4106,37,Female,USA,2.0,187.8,7.6,Good,3,30.2,Low,0.8,1,Student,1,1,Adulto,Obesidad
4107,31,Female,China,2.3,222.3,5.6,Fair,2,21.2,Medium,5.3,2,Healthcare,0,0,Joven,Peso saludable
4108,51,Male,UK,1.9,185.1,4.9,Poor,1,22.9,High,9.6,3,Other,0,0,Adulto,Peso saludable
4109,32,Female,Canada,0.0,0.0,7.5,Good,3,18.4,Low,3.4,1,Other,1,1,Joven,Bajo peso
4110,37,Female,Germany,2.1,199.7,6.7,Good,3,19.6,Low,12.5,1,Student,0,1,Adulto,Peso saludable
4111,48,Male,South Korea,7.3,693.8,4.7,Poor,1,27.7,High,6.1,3,Student,0,0,Adulto,Sobrepeso
4112,25,Male,China,1.4,133.1,7.3,Good,3,23.2,Low,12.0,1,Healthcare,0,0,Joven,Peso saludable
4113,53,Male,Brazil,2.7,258.3,6.2,Good,3,22.1,Low,13.1,1,Other,0,0,Adulto,Peso saludable
4114,18,Male,Brazil,4.3,407.2,6.8,Good,3,20.4,Low,7.1,1,Office,0,0,Joven,Peso saludable
4115,54,Male,India,3.3,311.8,6.7,Good,3,26.7,Low,3.4,1,Office,0,1,Adulto,Sobrepeso
4116,30,Female,Sweden,2.4,226.4,6.8,Good,3,22.4,Low,5.7,1,Office,0,1,Joven,Peso saludable
4117,32,Female,USA,1.2,110.1,6.8,Good,3,19.4,Low,7.5,1,Office,0,0,Joven,Peso saludable
4118,18,Female,South Korea,4.7,443.0,4.2,Poor,1,24.1,High,6.8,3,Other,0,0,Joven,Peso saludable
4119,29,Male,India,4.2,395.5,4.6,Poor,1,26.0,High,0.1,3,Other,0,0,Joven,Sobrepeso
4120,22,Female,USA,4.6,439.6,8.5,Excellent,4,23.3,Low,1.3,1,Healthcare,0,0,Joven,Peso saludable
4121,27,Female,China,4.5,425.4,8.0,Good,3,21.9,Low,6.8,1,Student,0,0,Joven,Peso saludable
4122,33,Female,Belgium,0.4,34.1,6.6,Good,3,24.2,Low,6.6,1,Other,0,0,Joven,Peso saludable
4123,46,Female,Italy,2.0,187.4,7.2,Good,3,18.5,Low,13.4,1,Other,1,0,Adulto,Peso saludable
4124,37,Male,Italy,3.0,281.8,4.6,Poor,1,26.6,High,4.2,3,Student,0,1,Adulto,Sobrepeso
4125,38,Female,Sweden,1.1,102.0,5.1,Fair,2,25.5,Medium,14.7,2,Service,0,1,Adulto,Sobrepeso
4126,21,Female,Netherlands,1.6,147.7,3.2,Poor,1,28.1,High,14.6,3,Office,0,0,Joven,Sobrepeso
4127,24,Male,Sweden,3.5,328.8,5.2,Fair,2,20.6,Medium,2.8,2,Other,0,1,Joven,Peso saludable
4128,56,Male,Brazil,3.4,322.9,5.7,Fair,2,17.7,Medium,0.4,2,Other,0,0,Mayor,Bajo peso
4129,26,Male,USA,5.1,488.4,7.1,Good,3,18.0,Low,3.0,1,Office,1,0,Joven,Bajo peso
4130,54,Male,China,1.4,134.7,6.5,Good,3,20.0,Low,6.3,1,Other,0,0,Adulto,Peso saludable
4131,32,Male,Belgium,1.1,105.0,7.2,Good,3,19.2,Low,5.5,1,Student,0,0,Joven,Peso saludable
4132,35,Female,France,5.6,536.5,5.7,Fair,2,26.1,Medium,7.1,2,Other,1,0,Joven,Sobrepeso
4133,47,Female,Japan,2.1,202.5,6.5,Good,3,22.0,Low,10.4,1,Healthcare,0,0,Adulto,Peso saludable
4134,50,Female,Sweden,0.0,0.0,6.6,Good,3,23.0,Low,7.8,1,Other,0,0,Adulto,Peso saludable
4135,33,Female,Sweden,3.1,294.5,6.8,Good,3,21.6,Low,5.2,1,Office,0,0,Joven,Peso saludable
4136,30,Female,Finland,0.9,84.3,3.6,Poor,1,23.3,High,10.1,3,Student,0,0,Joven,Peso saludable
4137,34,Female,Germany,1.9,182.5,6.7,Good,3,26.7,Low,5.0,1,Other,1,0,Joven,Sobrepeso
4138,39,Female,Mexico,0.4,35.5,6.8,Good,3,30.2,Low,5.3,1,Service,0,0,Adulto,Obesidad
4139,45,Male,Australia,4.2,395.9,8.4,Excellent,4,27.6,Low,5.1,1,Student,0,0,Adulto,Sobrepeso
4140,35,Female,Switzerland,3.1,295.7,6.8,Good,3,24.1,Low,4.6,1,Student,0,0,Joven,Peso saludable
4141,42,Female,Sweden,0.6,53.7,8.8,Excellent,4,22.8,Low,10.5,1,Service,0,0,Adulto,Peso saludable
4142,54,Male,India,2.8,265.8,5.6,Fair,2,28.8,Medium,2.6,2,Other,0,0,Adulto,Sobrepeso
4143,39,Female,UK,3.5,333.1,5.6,Fair,2,20.2,Medium,11.6,2,Healthcare,0,1,Adulto,Peso saludable
4144,38,Female,Spain,2.2,207.3,8.7,Excellent,4,23.9,Low,13.8,1,Office,0,1,Adulto,Peso saludable
4145,18,Female,Canada,5.0,473.4,6.0,Fair,2,19.3,Medium,4.1,2,Student,0,0,Joven,Peso saludable
4146,18,Male,France,4.1,385.9,5.4,Fair,2,28.7,Medium,10.6,2,Healthcare,1,0,Joven,Sobrepeso
4147,39,Female,Mexico,1.8,168.8,6.8,Good,3,29.6,Low,9.1,1,Office,0,0,Adulto,Sobrepeso
4148,33,Male,UK,2.2,205.2,6.9,Good,3,18.8,Low,4.5,1,Office,0,0,Joven,Peso saludable
4149,28,Male,Netherlands,0.6,61.3,8.4,Excellent,4,18.5,Low,3.5,1,Other,0,1,Joven,Peso saludable
4150,37,Male,Belgium,0.0,0.0,6.0,Good,3,22.0,Low,14.2,1,Healthcare,0,0,Adulto,Peso saludable
4151,34,Female,Mexico,1.2,113.5,7.7,Good,3,26.2,Low,10.5,1,Student,0,1,Joven,Sobrepeso
4152,48,Female,USA,1.4,137.4,8.9,Excellent,4,20.8,Low,9.7,1,Student,1,0,Adulto,Peso saludable
4153,36,Male,Japan,4.5,426.5,7.7,Good,3,21.0,Low,15.0,1,Other,0,0,Adulto,Peso saludable
4154,26,Female,Spain,0.4,41.6,9.1,Excellent,4,26.5,Low,5.3,1,Student,1,0,Joven,Sobrepeso
4155,46,Male,Belgium,2.6,251.4,6.6,Good,3,25.0,Low,3.4,1,Office,1,1,Adulto,Sobrepeso
4156,32,Male,Switzerland,2.8,268.1,7.3,Good,3,23.6,Low,4.9,1,Other,0,0,Joven,Peso saludable
4157,41,Female,Japan,1.4,136.7,5.9,Fair,2,24.2,Medium,2.6,2,Office,0,1,Adulto,Peso saludable
4158,29,Male,Canada,4.0,382.8,9.4,Excellent,4,25.0,Low,13.9,1,Office,1,0,Joven,Sobrepeso
4159,27,Female,UK,2.0,193.0,7.8,Good,3,27.2,Low,10.5,1,Service,0,1,Joven,Sobrepeso
4160,36,Male,India,1.6,153.0,7.0,Good,3,27.3,Low,9.1,1,Service,0,1,Adulto,Sobrepeso
4161,35,Male,South Korea,5.0,471.5,6.2,Good,3,21.9,Low,12.1,1,Other,0,0,Joven,Peso saludable
4162,40,Female,USA,1.2,117.5,4.3,Poor,1,23.5,High,7.7,3,Office,0,1,Adulto,Peso saludable
4163,31,Female,Italy,3.7,348.4,3.8,Poor,1,21.5,High,2.9,3,Other,0,0,Joven,Peso saludable
4164,18,Male,China,1.6,156.6,5.4,Fair,2,25.6,Medium,2.3,2,Service,1,1,Joven,Sobrepeso
4165,29,Female,Canada,0.7,64.3,6.2,Good,3,20.0,Low,7.8,1,Other,0,1,Joven,Peso saludable
4166,44,Female,Sweden,2.0,190.4,7.5,Good,3,19.4,Low,12.1,1,Healthcare,0,0,Adulto,Peso saludable
4167,31,Female,Sweden,6.0,573.2,7.1,Good,3,22.1,Low,3.3,1,Other,0,1,Joven,Peso saludable
4168,32,Male,Italy,0.3,31.8,6.9,Good,3,15.6,Low,10.6,1,Healthcare,0,0,Joven,Bajo peso
4169,46,Female,UK,1.4,137.7,7.2,Good,3,15.0,Low,3.7,1,Other,0,0,Adulto,Bajo peso
4170,26,Female,USA,4.3,412.6,6.1,Good,3,25.4,Low,6.5,1,Healthcare,0,0,Joven,Sobrepeso
4171,18,Male,Italy,1.1,103.6,8.2,Excellent,4,25.8,Low,0.9,1,Healthcare,0,0,Joven,Sobrepeso
4172,33,Female,USA,1.6,151.7,5.9,Fair,2,20.0,Medium,7.5,2,Healthcare,0,0,Joven,Peso saludable
4173,29,Female,France,2.7,256.7,6.2,Good,3,23.2,Low,2.5,1,Healthcare,0,0,Joven,Peso saludable
4174,23,Female,India,2.2,205.5,6.9,Good,3,29.8,Low,12.7,1,Student,0,1,Joven,Sobrepeso
4175,32,Female,Mexico,3.3,310.0,5.6,Fair,2,23.2,Medium,14.4,2,Student,0,0,Joven,Peso saludable
4176,40,Female,Norway,2.1,200.1,4.9,Poor,1,28.8,High,1.3,3,Other,0,0,Adulto,Sobrepeso
4177,34,Female,UK,2.5,238.3,7.1,Good,3,21.1,Low,8.0,1,Service,0,0,Joven,Peso saludable
4178,38,Female,UK,2.3,218.9,9.4,Excellent,4,24.5,Low,10.6,1,Office,0,1,Adulto,Peso saludable
4179,56,Female,Germany,1.3,121.0,6.9,Good,3,25.7,Low,1.0,1,Student,0,1,Mayor,Sobrepeso
4180,30,Female,South Korea,0.0,0.0,7.9,Good,3,21.8,Low,8.3,1,Healthcare,0,1,Joven,Peso saludable
4181,38,Male,Japan,5.4,511.4,5.8,Fair,2,22.5,Medium,14.1,2,Student,0,0,Adulto,Peso saludable
4182,28,Male,Spain,1.3,119.4,7.3,Good,3,23.1,Low,7.9,1,Healthcare,0,1,Joven,Peso saludable
4183,24,Female,Canada,1.3,128.0,5.1,Fair,2,20.5,Medium,9.3,2,Service,0,0,Joven,Peso saludable
4184,27,Male,Brazil,2.8,265.8,5.3,Fair,2,24.6,Medium,4.9,2,Student,1,0,Joven,Peso saludable
4185,29,Female,Norway,0.9,90.1,7.6,Good,3,28.6,Low,9.2,1,Office,0,0,Joven,Sobrepeso
4186,39,Female,Mexico,3.9,368.0,6.1,Good,3,28.5,Low,13.3,1,Office,1,0,Adulto,Sobrepeso
4187,63,Female,USA,2.9,273.8,4.6,Poor,1,31.6,High,4.9,3,Student,1,0,Mayor,Obesidad
4188,26,Other,Spain,2.1,198.8,6.2,Good,3,22.1,Low,11.6,1,Student,1,0,Joven,Peso saludable
4189,30,Female,Finland,1.8,166.3,7.8,Good,3,21.7,Low,8.6,1,Office,1,1,Joven,Peso saludable
4190,34,Male,Canada,0.7,66.4,6.1,Good,3,26.3,Low,3.9,1,Service,0,0,Joven,Sobrepeso
4191,39,Female,USA,3.0,282.1,3.8,Poor,1,29.4,High,5.9,3,Other,1,0,Adulto,Sobrepeso
4192,38,Male,Switzerland,2.7,256.9,8.7,Excellent,4,28.2,Low,5.4,1,Student,0,0,Adulto,Sobrepeso
4193,50,Male,China,1.5,145.4,6.9,Good,3,26.5,Low,7.0,1,Student,0,1,Adulto,Sobrepeso
4194,18,Male,Belgium,3.3,312.2,8.5,Excellent,4,20.6,Low,1.7,1,Office,0,0,Joven,Peso saludable
4195,18,Male,Finland,4.9,462.7,6.7,Good,3,20.9,Low,2.3,1,Office,1,0,Joven,Peso saludable
4196,29,Male,Norway,2.5,239.6,5.8,Fair,2,26.0,Medium,5.7,2,Office,0,0,Joven,Sobrepeso
4197,48,Male,Canada,2.1,202.3,7.1,Good,3,25.6,Low,8.4,1,Office,0,0,Adulto,Sobrepeso
4198,18,Female,Brazil,1.1,100.6,7.2,Good,3,23.3,Low,9.3,1,Student,0,0,Joven,Peso saludable
4199,18,Female,UK,2.3,214.8,8.9,Excellent,4,25.8,Low,13.7,1,Healthcare,0,0,Joven,Sobrepeso
4200,41,Male,China,1.9,177.7,8.3,Excellent,4,24.3,Low,8.5,1,Office,0,0,Adulto,Peso saludable
4201,37,Male,UK,0.9,88.4,7.7,Good,3,27.0,Low,10.9,1,Service,0,0,Adulto,Sobrepeso
4202,21,Female,UK,3.2,301.8,7.0,Good,3,21.7,Low,7.2,1,Service,0,0,Joven,Peso saludable
4203,23,Female,Mexico,2.9,276.5,6.7,Good,3,18.3,Low,7.9,1,Student,1,0,Joven,Bajo peso
4204,23,Female,USA,2.6,248.4,5.9,Fair,2,18.9,Medium,8.8,2,Office,1,0,Joven,Peso saludable
4205,36,Male,France,2.0,185.9,8.0,Good,3,21.1,Low,7.8,1,Other,1,1,Adulto,Peso saludable
4206,27,Female,Brazil,3.9,368.8,5.9,Fair,2,21.7,Medium,4.6,2,Office,1,0,Joven,Peso saludable
4207,40,Female,India,0.0,0.0,6.7,Good,3,23.9,Low,14.7,1,Student,1,1,Adulto,Peso saludable
4208,18,Female,Belgium,0.0,0.0,7.1,Good,3,20.6,Low,9.3,1,Other,0,1,Joven,Peso saludable
4209,24,Male,Japan,2.8,269.6,5.8,Fair,2,19.6,Medium,5.2,2,Student,0,0,Joven,Peso saludable
4210,21,Male,Belgium,4.4,417.7,5.8,Fair,2,17.9,Medium,12.0,2,Healthcare,0,0,Joven,Bajo peso
4211,31,Male,Italy,2.7,254.7,6.6,Good,3,24.7,Low,2.5,1,Service,0,1,Joven,Peso saludable
4212,28,Male,China,2.7,255.6,6.5,Good,3,23.9,Low,14.9,1,Student,0,0,Joven,Peso saludable
4213,44,Female,Australia,0.9,88.3,8.6,Excellent,4,24.8,Low,11.8,1,Office,0,0,Adulto,Peso saludable
4214,18,Female,Norway,0.0,0.0,5.2,Fair,2,22.1,Medium,1.5,2,Office,0,0,Joven,Peso saludable
4215,35,Female,Italy,1.0,98.6,7.5,Good,3,31.1,Low,12.7,1,Student,0,0,Joven,Obesidad
4216,41,Female,UK,3.5,329.3,5.9,Fair,2,19.3,Medium,3.9,2,Service,1,1,Adulto,Peso saludable
4217,57,Female,Belgium,0.1,13.4,6.6,Good,3,24.2,Low,9.6,1,Student,0,1,Mayor,Peso saludable
4218,29,Male,Germany,1.2,116.1,4.0,Poor,1,15.2,High,2.5,3,Student,0,0,Joven,Bajo peso
4219,38,Female,Canada,0.2,14.3,6.1,Good,3,25.6,Low,10.7,1,Office,0,0,Adulto,Sobrepeso
4220,18,Female,Finland,1.1,108.5,7.5,Good,3,20.9,Low,11.4,1,Office,0,0,Joven,Peso saludable
